Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Lasne,1380,Duplex,1,785000€,3,1,0,0,1,21,0,,243,,,0,Excellent état
Knokke-Heist,8300,Appartement,1,1405000€,4,1,0,0,1,25,0,,214,,2,0,Excellent état
Waregem,8790,Villa,1,620000€,3,1,0,0,0,,0,,240,738,4,0,Excellent état
Villers-la-Ville,1495,Maison,1,260000€,6,0,0,0,0,,0,,240,1040,3,0,À rafraîchir
Willebroek,2830,Maison,1,389000€,3,0,0,1,1,100,1,100,163,286,3,0,Excellent état
Tirlemont,3300,Projet neuf - Maisons,0,De 277177€ À 322371€,,0,0,0,0,,0,,,,,0,
Bruxelles,1000,Maison,1,749000€,5,1,0,0,0,,0,,250,81,2,0,Bon
Ganshoren,1083,Rez-de-chaussée,1,245000€,2,1,0,0,0,,1,80,85,,2,0,À rafraîchir
Willebroek,2830,Maison,1,509000€,5,0,0,0,0,,0,,,828,4,0,
Alost,9300,Appartement,1,274000€,2,1,0,0,1,20,0,,89,,4,0,
Alost,9300,Appartement,1,276000€,2,1,0,0,1,13,0,,84,,4,0,
Alost,9300,Appartement,1,281000€,2,1,0,0,1,20,0,,89,,4,0,
Alost,9300,Appartement,1,386000€,2,1,0,0,1,27,0,,116,,4,0,
Knokke,8300,Appartement,1,559000€,2,0,0,0,1,10,0,,91,,2,0,Bon
Rupelmonde,9150,Maison,1,249000€,3,0,0,0,1,11,1,50,130,144,2,0,Excellent état
Anderlecht,1070,Maison,1,349000€,5,1,0,0,1,3,0,,240,93,2,0,À rénover
Heist-aan-Zee,8301,Maison,1,460000€,3,1,0,0,1,8,1,120,231,227,2,0,Excellent état
Bunsbeek,3380,Villa,1,549000€,3,0,1,0,1,20,1,350,285,978,4,0,Excellent état
MOLENBEEK-SAINT-JEAN,1080,Appartement,1,110000€,1,1,0,0,0,,0,,52,,2,0,Bon
Molenbeek-Saint-Jean,1080,Appartement,1,199000€,2,0,0,0,0,,0,,80,,2,0,Bon
ANTHEIT,4520,Maison,1,225000€,3,1,0,0,0,,0,,130,410,3,0,
ANTHEIT,4520,Maison,1,229500€,3,1,0,0,0,,0,,130,430,3,0,
ANTHEIT,4520,Maison,1,235000€,3,1,0,0,0,,0,,130,465,3,0,
ANTHEIT,4520,Maison,1,239500€,3,1,0,0,0,,0,,130,525,3,0,
Ham,3945,Maison,1,285000€,3,0,0,0,0,,1,407,168,407,4,0,Bon
Merelbeke,9820,Maison,1,329000€,3,0,0,0,0,,0,,119,422,2,0,À rénover
Oostkamp,8020,Maison,1,409000€,3,0,0,0,1,32,0,,186,138,3,0,
Laeken,1020,Maison,1,439000€,3,1,0,0,0,,0,,,,2,0,Bon
Ixelles,1050,Maison de maître,1,2485000€,5,1,0,0,1,15,1,200,,310,2,0,Excellent état
Bruxelles,1000,Appartement,1,247000€,1,1,0,0,0,,0,,78,,4,0,Excellent état
Bruxelles,1000,Appartement,1,303000€,,1,0,0,1,8,0,,91,,4,0,Excellent état
Anderlecht,1070,Duplex,1,359000€,3,0,0,0,1,21,0,,145,,2,0,
Merbes-le-Chateau,6567,Autres biens,1,55000€,4,0,0,0,0,,0,,100,150,4,0,Bon
Ninove,9400,Maison,1,99000€,2,1,0,0,0,,0,,86,80,,0,À rénover
Waregem,8790,Maison,1,185000€,4,0,0,0,0,,1,85,165,236,3,0,À rafraîchir
BLAASVELD,2830,Maison,1,429000€,3,0,0,0,0,,0,,186,272,,0,Bon
Lierneux,4990,Maison,1,25000€ + 505€ par mois,4,1,0,0,0,,0,,185,521,3,0,À rafraîchir
HEPPIGNIES,6220,Maison,1,30000€ + 600€ par mois,2,0,0,0,0,,0,,95,259,3,0,Bon
WALSHOUTEM,3401,Bien exceptionnel,1,39000€ + 850€ par mois,3,1,0,1,0,,0,,220,1615,4,0,Bon
WALSHOUTEM,3401,Villa,1,39000€ + 850€ par mois,3,1,0,1,0,,0,,220,1615,4,0,Bon
WALSHOUTEM,3401,Maison,1,39000€ + 850€ par mois,3,1,0,1,0,,0,,220,1615,4,0,Bon
Liège,4000,Maison,1,Mise à prix : 50000€,3,0,0,0,0,,0,,,185,2,0,À restaurer
Tongres,3700,Maison,1,Mise à prix : 59000€,2,0,0,0,0,,1,172,66,210,2,0,À rénover
Montegnée,4420,Immeuble mixte,1,Mise à prix : 70000€,5,0,0,0,0,,0,,215,,3,0,À rafraîchir
Muno,6820,Maison,1,Mise à prix : 70000€,2,0,0,0,0,,0,,,824,2,0,À rénover
OUGRÉE,4102,Maison,1,79000€,4,1,0,0,0,,0,,178,135,2,0,À rénover
Liège,4020,Maison,1,97500€,2,1,0,0,0,,1,100,100,175,2,0,À rénover
Fleurus,6220,Maison,1,99000€,5,1,0,0,0,,0,,168,,2,0,À rénover
COURT-SAINT-ETIENNE,1490,Maison,1,100000€ + 700€ par mois,4,1,0,0,0,,0,,177,499,4,0,À rénover
Theux,4910,Maison,1,Mise à prix : 110000€,3,0,0,1,0,,0,,113,4070,4,0,À rafraîchir
Roux,6044,Maison,1,119000€,4,1,0,0,0,,0,,175,412,2,0,À rénover
Renaix,9600,Maison,1,119000€,1,1,1,0,0,,0,,,68,2,0,Fraîchement rénové
Saint-Nicolas,4420,Maison,1,125000€,2,0,0,0,0,,0,,121,90,2,0,Bon
Colfontaine,7340,Maison,1,129000€,2,0,0,0,0,,0,,140,220,3,0,À rénover
Clavier,4560,Maison,1,139000€,3,1,0,0,0,,0,,125,,3,0,Bon
Moen,8552,Maison,1,139000€,4,1,0,0,0,,0,,,604,2,0,À rénover
Liège,4020,Maison,1,140000€,4,0,0,0,1,10,0,,105,100,2,0,
Romsée,4624,Maison,1,Mise à prix : 140000€,7,0,0,0,0,,0,,,,3,0,Bon
Bernissart,7322,Maison,1,145000€,3,1,0,0,1,30,1,80,155,190,2,0,À rénover
Seraing,4101,Maison,1,149000€,2,0,0,0,0,,0,,105,76,2,0,
Trazegnies,6183,Maison,1,149000€,2,0,0,0,0,,0,,135,247,3,0,À rafraîchir
Menin,8930,Maison,1,149000€,2,0,0,0,1,10,0,,110,65,2,0,
Gilly,6060,Maison,1,149900€,3,0,0,0,1,10,0,,123,300,4,0,Bon
Héron,4217,Maison,1,Mise à prix : 150000€,1,1,0,0,0,,0,,,,4,0,À rafraîchir
Montigny-le-Tilleul,6110,Maison,1,150000€,2,1,0,0,0,,1,450,90,550,3,0,À rénover
Velaines,7760,Villa,1,Mise à prix : 150000€,3,0,0,0,0,,0,,,900,4,0,
Ghislenghien,7822,Maison,1,150000€,4,1,0,0,0,,0,,200,210,3,0,
Liege,4000,Maison,1,155000€,2,0,0,0,0,,0,,105,85,3,0,
MOIGNELÉE,5060,Maison,1,155000€,3,1,0,0,0,,0,,140,,3,0,
Alost,9300,Immeuble mixte,1,155000€,2,1,0,0,0,,0,,104,,2,0,
Dour,7370,Maison,1,158000€,3,0,0,0,1,30,0,,191,140,3,0,Bon
HEINSCH,6700,Maison,1,159000€,4,1,0,0,0,,0,,260,1347,2,0,À rénover
ESTAIMBOURG,7730,Maison,1,159000€,3,1,0,0,1,35,0,,90,419,3,0,À rénover
Estinnes,7120,Maison,1,165000€,2,0,0,0,0,,0,,95,,3,0,Bon
Carnières,7141,Maison,1,169000€,2,0,0,1,0,,0,,150,,3,0,Bon
Jodoigne,1370,Maison,1,170000€,1,0,0,0,0,,0,,80,41,2,0,Excellent état
Lauwe,8930,Maison,1,170000€,4,1,0,0,1,19,0,,150,142,,0,
Moregem,9790,Maison,1,Mise à prix : 174900€,1,0,0,0,0,,0,,78,755,3,0,À rénover
Chaumont-Gistoux,1325,Chalet,1,175000€,2,1,0,0,0,,1,852,85,852,4,0,À rénover
Corenne,5620,Maison,1,175000€,2,1,0,0,0,,1,485,165,485,2,0,À rénover
Mellet,6211,Maison,1,175000€,4,0,0,0,1,72,1,72,220,72,3,0,À rafraîchir
Mouscron,7712,Maison,1,175000€,3,0,0,0,0,,0,,95,60,2,0,Fraîchement rénové
HUISSIGNIES,7950,Maison,1,175000€,2,1,0,0,0,,0,,190,490,3,0,
Deurle,9831,Villa,1,175000€ + 790€ par mois,3,0,0,0,0,,0,,166,519,4,0,Bon
ENAME,9700,Maison,1,177000€,3,1,0,0,0,,0,,100,426,2,0,À rénover
Stekene,9185,Maison,1,178000€,2,0,0,0,0,,1,24,88,100,2,0,
Stekene,9185,Maison,1,178000€,2,0,0,0,0,,1,24,88,100,2,0,
HOLLANGE,6637,Maison,1,179000€,3,1,0,1,0,,0,,145,2955,4,0,À rafraîchir
Seilles,5300,Maison,1,180000€,3,0,0,0,1,15,0,,115,215,2,0,Fraîchement rénové
Beloeil,7970,Maison,1,180000€,4,0,0,0,0,,0,,250,197,,0,À rénover
Pont-à-Celles,6230,Maison,1,189000€,3,0,0,0,0,,0,,163,355,3,0,Bon
Trazegnies,6183,Maison,1,190000€,3,1,0,0,0,,0,,151,542,4,0,À rénover
Grammont,9500,Maison,1,190000€,2,0,0,0,0,,0,,148,668,4,0,
FELUY,7181,Maison,1,195000€,3,0,0,0,1,10,0,,130,114,2,0,Bon
Ardooie,8850,Maison,1,195000€,3,0,0,0,0,,1,550,250,697,2,0,À rafraîchir
Grammont,9500,Maison,1,195000€,3,0,0,0,0,,0,,146,70,2,0,Fraîchement rénové
Stembert,4801,Maison,1,197000€,4,0,0,0,1,74,1,195,125,401,2,0,
Ath,7800,Maison,1,198000€,3,0,0,0,0,,0,,112,167,3,0,Fraîchement rénové
Tirlemont,3300,Maison,1,199000€,3,1,0,0,1,22,0,,121,215,2,0,À rafraîchir
Dinant,5500,Maison,1,199000€,4,1,0,0,1,26,1,390,130,440,2,0,Fraîchement rénové
Anderlues,6150,Maison,1,199000€,3,0,0,0,0,,0,,201,430,2,0,Bon
Mouscron,7700,Maison,1,199000€,4,0,0,0,0,,0,,173,120,2,0,Bon
Ambresin,4219,Fermette,1,Mise à prix : 200000€,4,0,0,0,0,,0,,,4276,,0,À rénover
Fosses-la-Ville,5070,Maison,1,200000€,3,0,0,0,1,20,1,400,,550,4,0,Bon
Thy-le-ChÃteau,5651,Maison,1,Mise à prix : 210000€,3,0,0,0,1,25,0,,,491,4,0,
Ravels,2380,Maison,1,212000€,3,0,0,0,0,,0,,160,,2,0,Bon
Harelbeke,8530,Maison,1,215000€,3,0,0,0,0,,0,,200,140,2,0,À restaurer
Harelbeke,8530,Immeuble mixte,1,215000€,3,0,0,0,0,,0,,200,140,2,0,À restaurer
Torhout,8820,Maison,1,219000€,3,0,0,0,0,,0,,133,450,,0,À rénover
Grammont,9500,Maison,1,219000€,2,0,0,0,0,,1,601,163,716,4,0,À rénover
Chièvres,7950,Maison,1,220000€,3,0,0,0,0,,0,,,400,3,0,Bon
Namur,5020,Maison,1,225000€,3,0,0,0,1,12,1,100,115,514,3,0,Fraîchement rénové
Liedekerke,1770,Maison,1,229000€,3,1,0,0,0,,1,51,115,,3,0,Excellent état
ZELEM,3545,Maison,1,229000€,2,1,0,0,0,,0,,118,2988,3,0,
Braine-l'Alleud,1420,Maison,1,230000€,2,1,0,1,1,15,0,,85,199,3,0,À rénover
Charleroi,6000,Immeuble mixte,1,230000€,5,0,0,0,0,,0,,240,80,1,0,Bon
Moustier-sur-Sambre,5190,Maison,1,240000€,2,1,0,1,1,50,0,,170,790,3,0,
Ophain-Bois-Seigneur-Isaac,1421,Maison bel-étage,1,245000€,2,1,0,0,1,13,1,180,115,255,3,0,À rafraîchir
Namur,5000,Maison,1,245000€,2,1,0,0,1,12,1,156,110,156,2,0,Bon
Braine-l'Alleud,1420,Maison,1,249000€,3,1,0,0,0,,1,180,115,330,3,0,À rafraîchir
Court,1490,Maison,1,249000€,2,1,0,0,0,,0,,100,641,3,0,À rafraîchir
Montigny-le-Tilleul,6110,Villa,1,249000€,3,0,0,0,1,25,1,660,140,755,4,0,Bon
MALONNE,5020,Maison,1,250000€,3,1,0,0,1,4,0,,156,2260,4,0,À rénover
BOIS-DE-VILLERS,5170,Maison,1,250000€,4,1,0,0,1,20,1,450,250,690,3,0,À rafraîchir
Waudrez,7131,Maison,1,250000€,3,0,0,1,0,,0,,219,1050,4,0,Bon
Izegem,8870,Maison,1,250000€,3,0,0,0,1,15,0,,150,194,2,0,Excellent état
CHÂTELINEAU,6200,Immeuble à appartements,1,255000€,2,0,0,0,0,,0,,,1370,3,0,Bon
Mons,7000,Maison,1,255000€,6,0,0,0,0,,0,,250,310,2,0,
Faimes,4317,Maison,1,257000€,5,1,0,0,0,,0,,294,1435,4,0,
Mouscron,7700,Maison,1,259000€,3,0,0,0,1,33,1,80,90,259,3,0,
Ciney,5590,Immeuble mixte,1,260000€,3,1,0,0,0,,0,,254,305,2,0,Bon
Ans,4430,Maison,1,265000€,4,0,0,0,0,,0,,,208,2,0,Bon
Erquelinnes,6560,Maison,1,265000€,3,0,0,0,0,,0,,193,1122,4,0,Bon
Binche,7130,Maison,1,269000€,3,1,0,0,0,,0,,200,220,2,0,Fraîchement rénové
Izegem,8870,Maison,1,269000€,3,0,0,0,1,18,0,,165,193,2,0,Excellent état
Zottegem,9620,Maison,1,269500€,2,0,0,0,0,,0,,143,405,2,0,Excellent état
Merchtem,1785,Maison bel-étage,1,270000€,3,0,0,0,0,,0,,120,102,2,0,À rafraîchir
Beveren-Waas,9120,Maison,1,270000€,3,0,0,0,1,17,0,,188,113,2,0,Bon
Bavikhove,8531,Maison,1,271000€,3,1,0,0,0,,0,,145,377,4,0,Excellent état
Vilvorde,1800,Maison,1,274000€,3,1,0,0,0,,0,,201,85,2,0,À rafraîchir
Liege,4020,Immeuble mixte,1,275000€,3,0,0,0,0,,0,,95,145,3,0,Bon
Gosselies,6041,Maison,1,275000€,4,0,0,1,1,30,1,480,160,600,3,0,Fraîchement rénové
Antwerpen,2060,Maison,1,279000€,4,1,1,0,0,,0,,133,40,2,0,Fraîchement rénové
Fosses-la-Ville,5070,Maison,1,279000€,6,0,0,1,1,83,0,,244,210,2,0,Excellent état
LUINGNE,7700,Maison,1,279000€,3,0,0,0,1,28,1,175,105,250,2,0,
Mouscron,7700,Maison,1,279000€,3,0,0,0,0,,0,,170,365,3,0,À rafraîchir
Westrozebeke,8840,Maison,1,279000€,4,1,0,0,1,32,1,258,245,363,2,0,Fraîchement rénové
Termonde,9200,Maison,1,279900€,3,1,0,0,1,19,1,96,153,254,3,0,Excellent état
Fosses-la-Ville,5070,Maison de maître,1,280000€,5,1,0,1,0,,0,,300,400,2,0,À rénover
Herzele,9550,Maison,1,284000€,5,0,0,0,0,,0,,243,1000,2,0,Bon
SAINT-REMY-GEEST,1370,Maison,1,284950€,3,0,0,0,1,17,0,,163,1375,4,0,À rafraîchir
Avelgem,8580,Maison,1,289000€,3,0,0,0,0,,0,,130,232,3,0,Excellent état
Roeselare,8800,Maison,1,289000€,4,0,1,0,1,25,0,,200,363,3,0,Bon
Gavere,9890,Maison,1,289000€,2,0,0,0,0,,0,,130,348,3,0,Excellent état
Tubize,1480,Maison,1,290000€,3,1,0,0,1,19,1,205,160,205,2,0,Excellent état
Frameries,7080,Maison,1,295000€,4,1,0,0,1,25,1,600,242,1200,4,0,Fraîchement rénové
Beveren-Waas,9120,Maison,1,295000€,4,0,0,0,1,60,0,,160,316,2,0,À rafraîchir
Merchtem,1785,Maison,1,298000€,2,0,0,0,1,28,0,,273,120,2,0,Bon
Gistel,8470,Maison,1,298000€,3,1,0,0,0,,0,,132,116,2,0,Bon
Gistel,8470,Maison,1,298000€,3,1,0,0,0,,0,,132,116,2,0,Bon
Dilbeek,1700,Maison,1,299000€,2,0,0,0,0,,0,,130,,3,0,Excellent état
Deurne,2100,Maison,1,299000€,5,1,0,0,0,,1,40,175,110,2,0,Fraîchement rénové
Waret-l'Evèque,4217,Villa,1,299000€,3,1,0,0,1,25,0,,120,1543,3,0,Excellent état
Waasmunster,9250,Maison de maître,1,299000€,8,1,0,0,0,,1,21,300,163,3,0,À rénover
Renaix,9600,Maison,1,299000€,3,0,1,0,1,15,0,,203,242,2,0,Excellent état
Huy,4500,Maison,1,299500€,5,1,0,0,0,,1,400,300,595,2,0,À rafraîchir
Huy,4500,Maison,1,299900€,5,1,0,0,0,,0,,280,,2,0,À rafraîchir
BELLECOURT,7170,Maison,1,300000€,4,0,0,1,0,,1,2200,234,2280,4,0,Bon
Tournai,7500,Immeuble à appartements,1,300000€,4,1,0,0,0,,0,,400,131,2,0,À rafraîchir
MONT-SAINT-GUIBERT,1435,Maison,1,310000€,3,0,0,0,1,8,0,,150,288,3,0,Fraîchement rénové
Roulers,8800,Maison,1,314500€,3,0,0,0,1,30,1,95,240,225,2,0,Excellent état
Gouy-lez-Piéton,6181,Maison,1,315000€,5,0,0,0,0,,0,,195,850,3,0,Fraîchement rénové
Hampteau,6990,Maison,1,315000€,3,1,0,0,0,,1,10545,1000,10545,4,0,Bon
Brugelette,7940,Maison,1,315000€,2,0,0,0,0,,0,,371,,3,0,Bon
Roeselare,8800,Maison,1,324500€,4,0,0,0,1,25,0,,140,381,4,0,Excellent état
Liedekerke,1770,Maison,1,325000€,3,0,0,1,1,27,1,139,243,,3,0,
Dinant,5500,Maison,1,325000€,3,1,0,0,1,50,1,4500,,4729,4,0,Fraîchement rénové
Beerse,2340,Maison,1,329000€,3,0,0,0,0,,0,,230,613,4,0,Bon
Ichtegem,8480,Maison,1,329000€,3,1,0,0,0,,0,,,627,4,0,Bon
Braine-l'Alleud,1420,Maison,1,330000€,2,1,0,0,0,,0,,115,647,3,0,Excellent état
Kapellen,2950,Maison bel-étage,1,338000€,3,0,0,0,0,,1,61,180,124,2,0,Bon
Anderlecht,1070,Maison,1,339000€,5,0,0,0,1,40,0,,154,200,2,0,Bon
Blandain,7522,Maison,1,339000€,2,1,0,0,0,,0,,170,8110,4,0,À rénover
Bavegem,9520,Maison,1,340000€,5,1,0,0,0,,0,,194,322,2,0,Excellent état
Braine-l'Alleud,1420,Maison bel-étage,1,345000€,3,1,0,0,1,24,0,,110,203,3,0,Excellent état
LIEGE,4000,Immeuble mixte,1,347000€,3,0,0,0,0,,0,,,42,2,0,Bon
St-Nicolas,9100,Maison,1,348970€,3,1,0,0,1,12,1,75,172,180,2,0,Excellent état
Wemmel,1780,Maison,1,349000€,3,0,0,1,1,22,1,40,160,160,2,0,Bon
Landen,3401,Maison,1,349000€,3,1,0,0,1,12,0,,141,257,2,0,Excellent état
Braine-l'Alleud,1420,Maison,1,350000€,6,1,0,0,0,,1,250,385,397,4,0,À rénover
Eeklo,9900,Maison,1,359000€,3,1,0,0,0,,1,644,190,860,2,0,Fraîchement rénové
FLAWINNE,5020,Villa,1,360000€,4,0,0,0,1,40,0,,220,1000,4,0,Bon
Beveren-Waas,9120,Maison,1,360000€,3,0,0,0,1,45,0,,167,522,3,0,Bon
Wortegem-Petegem,9790,Villa,1,364900€,4,0,0,0,0,,0,,181,560,4,0,Excellent état
HUISSIGNIES,7950,Fermette,1,365000€,2,0,0,1,0,,0,,365,1875,4,0,Fraîchement rénové
Anderlecht,1070,Maison,1,369000€,4,0,0,0,0,,0,,160,90,2,0,Excellent état
Gand,9000,Maison,1,379000€,5,1,0,1,1,40,0,,240,148,2,0,À rénover
BRAINE-LE-CHÂTEAU,1440,Maison,1,380000€,3,0,0,1,0,,0,,200,1340,3,0,Bon
Linter,3350,Bien exceptionnel,1,385000€,5,1,0,0,1,45,0,,312,1843,4,0,Bon
Zelzate,9060,Maison,1,390000€,4,0,0,0,0,,1,185,225,344,2,0,Excellent état
MONT-SAINT-GUIBERT,1435,Maison,1,395000€,4,0,0,0,1,17,0,,230,250,2,0,Bon
MONT-SAINT-GUIBERT,1435,Villa,1,395000€,3,0,0,1,1,44,0,,140,601,4,1,Bon
Gammerages,1570,Ferme,1,395000€,4,1,0,0,0,,0,,400,2400,4,0,À rénover
Roulers,8800,Villa,1,398000€,5,0,0,0,0,,0,,260,960,,0,Excellent état
Zaventem,1930,Immeuble mixte,1,399000€,4,1,0,0,0,,1,40,215,165,2,0,Excellent état
SAINT-LÉGER,7730,Maison,1,399000€,4,1,0,0,1,25,1,350,190,585,4,0,
EERNEGEM,8480,Maison,1,399000€,3,0,0,0,0,,0,,,540,4,1,Bon
Eeklo,9900,Immeuble mixte,1,399000€,4,0,0,1,0,,0,,235,348,2,0,Bon
Liège,4000,Maison,1,399500€,7,1,0,1,1,60,1,120,300,,2,0,
Liège,4000,Maison de maître,1,399500€,7,1,0,1,1,60,1,120,300,,2,0,
Uccle,1180,Maison,1,400000€,3,0,0,0,0,,0,,155,105,2,0,Bon
Huy,4500,Bien exceptionnel,1,400000€,3,1,0,0,0,,0,,,1610,4,0,Fraîchement rénové
Wemmel,1780,Maison,1,410000€,4,0,0,0,0,,0,,168,225,2,0,À rafraîchir
SINT-KATELIJNE-WAVER,2860,Maison,1,415000€,3,0,0,0,0,,1,630,174,787,4,0,Bon
Celles,5561,Villa,1,420000€,4,1,0,0,0,,0,,240,1500,4,0,Excellent état
WOLUWÉ-SAINT-LAMBERT,1200,Maison,1,424995€,2,1,0,0,1,22,0,,123,235,2,0,Bon
Zulte,9870,Maison,1,425000€,3,0,0,0,0,,0,,255,751,4,0,Excellent état
Beveren-Waas,9120,Maison,1,430000€,3,0,0,0,1,10,0,,158,372,4,0,Bon
BONCELLES,4100,Maison,1,435000€,4,0,0,0,0,,0,,150,1665,4,0,Excellent état
Fleurus,6220,Maison,1,435000€,5,1,0,0,1,130,0,,200,917,4,0,Fraîchement rénové
Grez-Doiceau,1390,Maison,1,445000€,5,1,0,0,1,33,1,380,160,380,4,0,Excellent état
Liège,4000,Villa,1,445000€,5,1,0,0,0,,0,,239,,4,0,Bon
Hamme,9220,Bungalow,1,445000€,3,1,0,0,0,,0,,158,1059,4,0,Excellent état
SAINT-GILLES,1060,Maison,1,449000€,4,0,1,0,0,,0,,120,28,2,0,Fraîchement rénové
Geraardsbergen,9500,Villa,1,449000€,4,0,0,0,0,,0,,223,766,4,0,Excellent état
Watermael-Boitsfort,1170,Maison,1,450000€,3,1,0,0,1,8,1,68,125,160,2,0,À rénover
Londerzeel,1840,Immeuble mixte,1,450000€,4,1,0,0,1,87,1,30,220,371,2,0,Excellent état
Bouge,5004,Villa,1,450000€,4,0,0,0,0,,0,,180,605,4,0,Fraîchement rénové
Braine-l'Alleud,1420,Villa,1,465000€,2,0,0,1,0,,0,,150,1000,4,0,Bon
GEEST-GEROMPONT-PETIT-ROSIÈRE,1367,Villa,1,469000€,3,0,0,0,0,,0,,135,3434,4,0,Bon
Erezée,6997,Maison,1,469000€,4,0,0,0,0,,1,3468,,3468,3,0,Excellent état
Kontich,2550,Maison,1,475000€,4,0,0,0,0,,1,226,153,438,3,0,Bon
Melsele,9120,Maison,1,477000€,3,1,0,0,0,,0,,175,366,3,0,Excellent état
Kampenhout,1910,Villa,1,478000€,4,0,0,0,0,,0,,165,1785,4,0,Bon
Alost,9300,Immeuble mixte,1,479000€,6,1,0,0,1,16,0,,350,,2,0,
Alost,9300,Immeuble à appartements,1,479000€,6,1,0,0,1,16,0,,350,,2,0,
LILLOIS-WITTERZÉE,1428,Villa,1,480000€,3,0,0,1,1,23,0,,160,760,4,0,Bon
Ittre,1460,Maison,1,480000€,4,1,0,0,1,100,1,300,250,430,3,0,Fraîchement rénové
Nivelles,1400,Immeuble mixte,1,490000€,6,0,0,1,1,20,0,,280,309,3,0,Bon
Groot-Bijgaarden,1702,Immeuble mixte,1,490000€,3,0,0,0,0,,0,,260,317,2,0,Fraîchement rénové
Waterloo,1410,Maison,1,495000€,3,1,0,1,1,30,0,,220,510,4,0,Bon
Overijse,3090,Immeuble mixte,1,495000€,4,0,0,0,0,,1,150,300,330,3,0,Fraîchement rénové
Zemst,1981,Bien exceptionnel,1,520000€,6,1,0,0,0,,0,,240,1253,4,0,Excellent état
COURT-SAINT-ETIENNE,1490,Villa,1,525000€,5,1,0,1,0,,0,,195,761,4,0,
Rixensart,1330,Maison,1,535000€,4,1,0,0,1,50,1,717,145,717,3,0,Excellent état
Nivelles,1400,Villa,1,550000€,4,0,0,0,1,30,0,,160,1600,4,0,À rafraîchir
SOLRE-SUR-SAMBRE,6560,Maison,1,550000€,4,0,0,1,0,,1,4500,360,4500,4,0,Fraîchement rénové
Knokke-Heist,8300,Maison,1,568500€,3,1,0,0,0,,1,462,150,462,4,0,À rafraîchir
Waterloo,1410,Villa,1,570000€,5,0,0,1,1,15,0,,238,666,4,0,À rafraîchir
Soye,5150,Maison,1,585000€,5,0,0,0,1,67,1,2440,450,2440,3,0,Excellent état
Malmedy,4960,Villa,1,589000€,4,0,0,0,1,66,1,800,320,1273,4,0,
Grammont,9500,Villa,1,590000€,4,0,1,1,1,54,1,1132,377,1781,4,0,Excellent état
Rixensart,1330,Villa,1,595000€,5,0,0,1,1,40,0,,229,1028,4,0,Bon
OHAIN,1380,Maison,1,595000€,3,0,0,1,1,60,1,900,160,1250,4,0,Bon
Waterloo,1410,Villa,1,595000€,3,1,0,0,1,45,0,,255,828,4,0,Bon
Waterloo,1410,Villa,1,595000€,4,1,0,0,0,,1,1126,,1126,3,1,Bon
Huy,4500,Bien exceptionnel,1,595000€,5,0,0,0,0,,1,7681,490,8246,4,0,Fraîchement rénové
Heusden,9070,Villa,1,599000€,3,0,0,1,0,,0,,205,1215,4,0,À rafraîchir
Schaerbeek,1030,Maison,1,600000€,6,1,0,0,1,65,1,65,290,210,2,0,Excellent état
Diepenbeek,3590,Fermette,1,600000€,3,0,0,0,0,,0,,108,21000,,0,À rénover
Huy,4500,Bien exceptionnel,1,600000€,5,0,0,0,1,40,0,,500,320,3,0,
Waterloo,1410,Villa,1,630000€,5,1,0,0,1,40,0,,230,660,4,0,Excellent état
Braine-l'Alleud,1420,Villa,1,635000€,4,1,0,1,0,,0,,270,1174,4,0,À rafraîchir
Bekkevoort,3460,Villa,1,639000€,4,1,0,0,0,,0,,350,949,4,0,Excellent état
Anderlecht,1070,Maison de maître,1,645000€,6,1,0,0,0,,1,100,413,267,2,0,Excellent état
AARSELE,8700,Maison,1,645000€,6,0,0,1,0,,1,1225,450,1811,3,0,
Anvers,2060,Maison,1,649000€,6,1,0,0,1,10,0,,450,159,2,0,À rénover
Westerlo,2260,Villa,1,650000€,3,0,0,0,0,,0,,320,1243,4,0,Excellent état
Orp-Jauche,1350,Bien exceptionnel,1,655000€,5,1,0,0,0,,0,,340,1300,4,1,Fraîchement rénové
Hannut,4280,Bien exceptionnel,1,655000€,5,1,0,0,0,,0,,340,1300,4,1,Fraîchement rénové
Templeuve,7520,Fermette,1,655000€,4,0,0,0,0,,1,2270,300,3570,,0,Excellent état
Ixelles,1050,Immeuble mixte,1,675000€,4,1,0,0,1,25,1,140,270,240,2,0,Bon
Tongres,3700,Villa,1,675000€,3,1,0,1,1,50,1,1250,250,1750,4,0,Excellent état
Wachtebeke,9185,Maison,1,675000€,4,0,0,1,1,100,1,4500,400,9000,3,0,Bon
Rixensart,1330,Maison,1,695000€,6,1,0,0,0,,1,1191,371,1191,4,0,Excellent état
Vilvorde,1800,Bien exceptionnel,1,720000€,1,1,0,0,0,,0,,130,5797,4,0,Excellent état
Zaventem,1930,Villa,1,723000€,4,0,0,1,0,,1,370,206,785,4,0,Bon
Londerzeel,1840,Villa,1,729900€,4,0,0,0,1,40,0,,260,800,4,0,Fraîchement rénové
Villers-la-Ville,1495,Villa,1,745000€,5,1,0,1,0,,0,,450,1436,4,0,Excellent état
Woluwe-Saint-Lambert,1200,Maison,1,750000€,4,1,0,0,1,60,0,,230,1,2,0,Excellent état
Waterloo,1410,Maison,1,780000€,4,0,0,0,0,,0,,223,650,4,0,Bon
