Locality,Postal code,Type,Build,Price,Number_rooms,Fully_equipped_kitchen,Furnished,Open_fire,Terrace,Ter_Area,Garden,Area_garden,Livable_surface_area,Surface_area_land,Numb_facades,Swimming_pool,State
Veltem-Beisem,3020,Maison,1,395000€,3,0,0,0,1,36,1,29,252,161,2,0,Excellent état
Rotselaar,3110,Villa,1,395000€,2,0,0,1,1,38,0,,126,400,4,0,
Elzele,7890,Villa,1,395000€,4,1,0,1,1,26,0,,220,1104,4,0,Excellent état
Vilvorde,1800,Maison de maître,1,399000€,4,1,0,0,1,15,1,84,160,160,2,0,Fraîchement rénové
Brakel,9660,Maison,1,399000€,4,0,0,0,0,,0,,352,1318,4,0,Bon
Gavere,9890,Maison,1,399000€,3,0,0,0,0,,0,,317,536,4,0,Bon
Gentbrugge,9050,Maison,1,400000€,5,0,0,0,0,,0,,285,309,,0,À rafraîchir
Braine-l'Alleud,1420,Villa,1,410000€,5,1,0,0,0,,0,,270,670,4,0,À rénover
Merchtem,1785,Maison,1,410000€,6,0,0,0,0,,1,105,281,263,2,0,Bon
Braine-l'Alleud,1420,Maison,1,425000€,4,1,0,0,1,20,1,600,220,715,2,0,À rafraîchir
Waarmaarde,8581,Maison,1,425000€,3,0,0,0,0,,0,,203,4090,4,0,Bon
Wemmel,1780,Maison bel-étage,1,439000€,4,1,0,0,1,14,1,50,162,123,2,0,Excellent état
NEERIJSE,3040,Immeuble mixte,1,445000€,1,0,0,0,0,,1,1200,128,1450,3,0,À restaurer
NEERIJSE,3040,Maison,1,445000€,1,0,0,0,0,,1,1200,128,1450,3,0,À restaurer
Bierbeek,3360,Maison,1,449000€,3,1,0,0,0,,0,,288,682,4,0,Bon
Stekene,9190,Villa,1,465000€,5,0,0,1,0,,0,,285,825,4,0,
Breendonk,2870,Maison,1,475000€,4,0,0,0,0,,0,,280,619,4,0,À rafraîchir
Bornem,2880,Villa,1,479000€,3,0,0,1,0,,0,,160,905,4,0,Bon
Oupeye,4680,Maison,1,480000€,4,1,0,0,0,,0,,262,1962,3,0,Excellent état
Wemmel,1780,Villa,1,490000€,3,0,0,0,1,11,0,,200,429,3,0,À rafraîchir
Kraainem,1950,Maison,1,490000€,4,0,0,0,1,20,1,260,160,366,3,0,Bon
Koekelberg,1081,Immeuble mixte,1,495000€,3,0,0,0,1,4,0,,248,89,2,0,Bon
Waterloo,1410,Immeuble mixte,1,495000€,3,0,0,0,1,15,0,,276,227,2,0,Bon
Asse,1730,Villa,1,495000€,4,0,0,0,1,35,0,,224,595,4,0,À rafraîchir
Zellik,1731,Villa,1,495000€,4,0,0,0,1,35,0,,224,595,4,0,À rafraîchir
Chaumont-Gistoux,1325,Villa,1,499000€,4,0,0,0,0,,0,,213,1778,4,0,Bon
Kampenhout,1910,Villa,1,499000€,4,0,0,0,0,,0,,215,1486,4,0,Bon
BERG,1910,Villa,1,499000€,5,0,0,0,0,,1,215,186,661,4,0,Fraîchement rénové
Wezembeek-Oppem,1970,Maison,1,499000€,4,1,0,0,0,,1,150,120,293,3,0,Bon
Hamoir,4180,Maison,1,525000€,3,1,0,0,1,111,1,2996,165,2731,4,0,
Waterloo,1410,Villa,1,530000€,5,1,0,0,1,20,1,700,250,901,4,0,À rénover
Chaumont-Gistoux,1325,Villa,1,545000€,4,0,0,0,1,30,1,1080,168,1080,4,0,Excellent état
Braine-l'Alleud,1420,Villa,1,545000€,5,0,0,0,1,30,1,700,250,1113,4,0,À rafraîchir
Braine-le-Chateau,1440,Maison,1,545000€,4,1,0,0,1,15,1,4200,220,4200,3,0,Excellent état
Aywaille,4920,Bien exceptionnel,1,545000€,7,0,0,0,1,8,0,,500,4531,4,0,Bon
ELEWIJT,1982,Villa,1,549000€,4,1,0,0,0,,1,700,246,1000,4,0,À rénover
Woluwe-Saint-Pierre,1150,Maison,1,550000€,3,1,0,0,0,,1,120,140,260,2,0,À rafraîchir
Rixensart,1330,Villa,1,550000€,4,0,0,0,1,22,0,,220,1200,4,0,Bon
Arlon,6700,Maison,1,550000€,4,0,0,0,1,25,1,2400,186,2500,4,0,À rafraîchir
Villers-la-Ville,1495,Villa,1,565000€,4,0,0,1,0,,0,,210,1530,4,0,Bon
Chaumont-Gistoux,1325,Maison,1,575000€,4,1,0,0,1,30,0,,220,867,4,0,Bon
Wolvertem,1861,Maison,1,575000€,5,0,0,0,0,,0,,260,485,2,0,Bon
Wolvertem,1861,Immeuble mixte,1,575000€,5,0,0,0,0,,0,,260,485,2,0,Bon
Feluy,7181,Villa,1,575000€,6,1,0,0,1,50,1,800,258,1308,4,1,Bon
Arlon,6700,Maison,1,585000€,3,1,0,0,1,50,0,,164,641,4,0,Excellent état
Attert,6717,Villa,1,589000€,5,0,0,0,0,,0,,270,1072,3,0,Bon
Attert,6717,Maison,1,589000€,5,0,0,0,0,,0,,270,1072,3,0,Bon
Dion-Valmont,1325,Maison,1,595000€,3,0,0,0,0,,1,1760,174,1760,4,0,À rafraîchir
Rixensart,1330,Villa,1,595000€,4,0,0,0,1,35,1,4000,218,4000,4,0,Bon
Mont-Saint-Guibert,1435,Villa,1,595000€,3,1,0,0,1,27,1,772,220,772,4,0,Excellent état
Dilbeek,1700,Villa,1,595000€,4,1,0,0,1,40,1,1100,220,1300,4,0,À rafraîchir
Kraainem,1950,Maison,1,648000€,5,1,0,0,0,,0,,225,465,2,0,À rafraîchir
VILLERS-LE-TEMPLE,4550,Maison,1,649000€,4,0,0,1,1,51,0,,310,10083,4,0,Bon
Etterbeek,1040,Maison,1,650000€,6,0,1,0,1,20,0,,220,99,2,0,Bon
Forest,1190,Maison bel-étage,1,650000€,5,1,0,0,1,6,1,40,240,311,3,0,Excellent état
Nethen,1390,Bien exceptionnel,1,650000€,5,0,0,0,0,,0,,419,1027,4,0,Bon
Opwijk,1745,Maison,1,650000€,4,1,0,1,0,,0,,312,983,2,0,Bon
Merchtem,1785,Immeuble à appartements,1,650000€,5,1,0,0,0,,0,,270,190,2,0,À rafraîchir
Henri-Chapelle,4841,Maison,1,Mise à prix : 650000€,5,0,0,0,1,50,0,,425,2209,4,0,Excellent état
Sint-Eloois-Vijve,8793,Maison,1,650000€,4,0,0,0,0,,0,,320,2300,4,0,Excellent état
Lens,7870,Maison de campagne,1,660000€,7,0,1,1,1,70,1,1300,500,1600,4,0,Excellent état
Esneux,4130,Maison,1,670000€,4,1,0,0,0,,0,,200,8400,4,0,Bon
SINT-AMANDS,2890,Villa,1,675000€,4,1,0,1,0,,0,,466,919,4,0,
Brussels,1000,Maison,1,695000€,6,0,0,0,0,,1,50,250,135,2,0,Bon
Woluwe-Saint-Pierre,1150,Maison,1,695000€,4,0,0,0,1,10,1,80,168,160,2,0,Bon
Woluwe-Saint-Pierre,1150,Maison,1,695000€,4,0,0,0,0,,1,140,170,220,3,0,Excellent état
Uccle,1180,Immeuble à appartements,1,695000€,3,1,0,0,0,,0,,220,290,2,0,Bon
Saint-Josse-ten-Noode,1210,Maison,1,695000€,6,0,0,0,0,,1,50,250,135,2,0,Bon
Halle,1500,Immeuble mixte,1,695000€,5,1,0,0,0,,0,,350,150,2,0,Excellent état
Lierneux,4990,Maison,1,695000€,5,0,0,0,0,,1,13000,1200,13000,4,0,
Louvain,3000,Maison de maître,1,720000€,5,0,0,0,1,40,1,268,257,388,2,0,Bon
Genappe,1470,Villa,1,745000€,5,1,0,1,0,,0,,450,1436,4,0,Excellent état
Lasne,1380,Villa,1,750000€,4,1,0,0,1,57,1,8700,230,8800,4,0,À rafraîchir
Auderghem,1160,Maison,1,760000€,4,1,0,0,0,,1,60,248,137,2,0,Bon
Ixelles,1050,Maison,1,775000€,4,1,0,0,1,15,0,,275,70,2,0,Bon
Ixelles,1050,Maison,1,775000€,4,1,0,0,1,15,0,,275,70,2,0,Bon
Overijse,3090,Bien exceptionnel,1,780000€,5,1,0,0,1,22,1,1300,300,1743,4,0,Excellent état
Ville-Pommeroeul,7322,Bien exceptionnel,1,780000€,6,1,0,0,1,35,0,,,6000,4,1,Bon
Waterloo,1410,Villa,1,785000€,5,1,0,0,1,27,1,750,270,957,4,0,Excellent état
Wemmel,1780,Villa,1,785000€,5,1,0,0,1,19,0,,230,821,4,0,Fraîchement rénové
WOLUWÉ-SAINT-LAMBERT,1200,Maison,1,790000€,4,0,0,1,0,,1,70,350,196,2,0,À rénover
Diegem,1831,Immeuble à appartements,1,790000€,6,0,0,0,1,22,1,260,300,502,2,0,Bon
Chaumont-Gistoux,1325,Bien exceptionnel,1,795000€,3,1,0,0,0,,1,3630,225,3630,4,0,Excellent état
Stavelot,4970,Bien exceptionnel,1,795000€,5,0,0,0,1,65,0,,446,25248,4,0,Bon
Gand,9000,Maison,1,810000€,3,1,0,0,0,,0,,256,65,2,0,
Hoeilaart,1560,Maison,1,840000€,4,1,0,0,0,,1,1420,270,2240,4,0,Bon
Woluwe-Saint-Lambert,1200,Maison,1,845000€,6,1,0,0,0,,1,1,294,351,2,0,À rénover
Lasne,1380,Villa,1,845000€,4,0,0,0,0,,0,,230,2100,4,1,À rafraîchir
Woluwe-Saint-Pierre,1150,Maison,1,850000€,4,1,0,0,1,25,0,,220,393,3,0,Bon
Chaumont-Gistoux,1325,Bien exceptionnel,1,850000€,5,0,0,0,1,40,1,5000,250,5081,4,1,Bon
Lasne,1380,Villa,1,865000€,5,1,0,0,1,100,1,1200,250,1500,4,0,Excellent état
Rixensart,1330,Villa,1,885000€,6,1,0,0,1,100,1,1991,410,1991,4,1,Excellent état
Etterbeek,1040,Maison,1,890000€,6,1,0,0,1,25,1,160,350,260,2,0,Bon
Uccle,1180,Maison,1,895000€,5,1,0,0,0,,1,231,272,231,2,0,Bon
Kraainem,1950,Villa,1,895000€,4,0,0,0,1,22,1,590,210,700,4,0,Fraîchement rénové
Grammont,9500,Villa,1,895000€,2,0,0,0,0,,0,,233,13342,4,1,
Grammont,9500,Maison,1,895000€,2,0,0,0,0,,0,,233,13342,4,1,
Gand,9040,Immeuble mixte,1,925000€,,0,0,0,0,,0,,349,94,2,0,Bon
Schaerbeek,1030,Maison,1,945000€,6,1,0,0,1,60,1,100,400,312,2,0,Bon
Marche-en-Famenne,6900,Maison,1,985000€,7,1,0,0,1,20,1,790,1000,790,4,0,Excellent état
Waterloo,1410,Villa,1,995000€,8,1,0,0,0,,0,,550,2609,4,0,Fraîchement rénové
Court-Saint-Etienne,1490,Bien exceptionnel,1,1000000€,6,1,0,0,1,150,1,8100,530,8100,4,1,À rafraîchir
Schaerbeek,1030,Bien exceptionnel,1,1050000€,5,1,0,0,1,22,0,,375,581,2,0,Excellent état
MELLERY,1495,Bien exceptionnel,1,1050000€,5,1,0,1,1,41,0,,275,75938,4,1,À rénover
Knokke-Heist,8300,Maison,1,1075000€,3,0,0,0,0,,0,,345,116,2,0,Excellent état
Nivelles,1400,Immeuble à appartements,1,1090000€,9,0,0,0,0,,0,,500,732,4,0,Bon
Waterloo,1410,Bien exceptionnel,1,1100000€,6,1,0,0,1,40,1,2000,360,2525,4,1,Bon
Etterbeek,1040,Maison,1,1150000€,6,0,0,0,1,50,0,,475,150,2,0,Bon
Etterbeek,1040,Maison,1,1150000€,6,0,0,0,1,8,1,60,423,207,2,0,À rénover
LAUWE,8930,Maison,1,1180000€,4,0,0,0,1,100,0,,260,16755,4,0,Bon
Bruxelles,1000,Immeuble à appartements,1,1185000€,4,1,0,0,0,,1,76,423,218,2,0,Bon
Rixensart,1330,Villa,1,1250000€,8,1,0,0,1,100,1,2100,420,2100,4,0,Excellent état
Liège,4000,Immeuble à appartements,1,1250000€,13,0,0,0,0,,0,,500,127,3,0,Excellent état
Kraainem,1950,Maison,1,1285000€,5,1,0,0,1,10,1,900,300,1180,4,0,À rafraîchir
Forest,1190,Maison de maître,1,1350000€,5,1,0,0,1,35,1,300,595,256,2,0,À rénover
Woluwe-Saint-Pierre,1150,Villa,1,1375000€,5,1,0,0,1,20,0,,300,466,4,0,Excellent état
Auderghem,1160,Villa,1,1395000€,5,1,0,0,1,26,0,,315,485,3,0,Excellent état
Forest,1190,Maison,1,1395000€,6,0,0,0,1,45,1,65,432,170,2,0,Excellent état
Chaudfontaine,4053,Villa,1,1395000€,6,1,0,0,1,50,1,2200,600,3900,4,1,Fraîchement rénové
Grez-Doiceau,1390,Bien exceptionnel,1,1480000€,6,1,0,0,1,91,0,,400,5038,4,0,Bon
Bruxelles,1000,Immeuble à appartements,1,1490000€,5,0,0,0,1,5,1,90,335,190,2,0,Bon
Ixelles,1050,Maison de maître,1,1495000€,6,1,0,0,1,85,1,75,370,165,2,0,Excellent état
Bruges,8000,Maison de maître,1,1495000€,4,0,0,0,1,20,1,37,520,205,4,0,Excellent état
Knokke-Zoute,8300,Maison,1,1495000€,6,0,0,0,1,10,1,36,245,183,2,0,Excellent état
Bruxelles,1000,Immeuble mixte,1,1500000€,6,1,0,0,1,15,1,15,521,202,2,0,Excellent état
Uccle,1180,Villa,1,1550000€,6,0,0,0,0,,1,500,600,1100,4,0,Bon
Ixelles,1050,Maison,1,1570000€,6,1,0,0,1,14,1,111,450,292,2,0,Bon
Tongres,3700,Bien exceptionnel,1,1580000€,6,1,0,0,1,150,1,1650,671,3147,4,1,Excellent état
Herstappe,3717,Bien exceptionnel,1,1580000€,6,1,0,0,1,150,1,1650,671,3147,4,1,Excellent état
Ixelles,1050,Bien exceptionnel,1,1590000€,4,1,0,0,1,16,0,,300,87,2,0,Excellent état
Braine-l'Alleud,1420,Villa,1,1650000€,5,0,0,0,0,,0,,700,5300,4,0,Bon
Wemmel,1780,Villa,1,1690000€,5,1,0,0,1,80,1,2500,850,2763,4,1,Bon
Woluwe-Saint-Lambert,1200,Maison,1,1695000€,4,1,0,0,1,20,1,800,485,1276,4,1,Excellent état
Woluwe-Saint-Pierre,1150,Villa,1,1700000€,8,1,0,0,1,30,1,750,450,1000,4,0,À rafraîchir
Forest,1190,Maison de maître,1,1700000€,6,1,0,0,1,25,1,300,620,460,2,0,Bon
Bruxelles,1000,Maison de maître,1,1750000€,10,0,0,0,1,3,0,,600,243,2,0,À rafraîchir
Kraainem,1950,Villa,1,1750000€,6,0,0,0,0,,1,2600,420,2784,4,0,Excellent état
Kraainem,1950,Villa,1,1750000€,7,1,0,0,1,30,1,2600,400,2784,4,0,Excellent état
Etterbeek,1040,Maison de maître,1,1795000€,6,0,0,0,0,,1,400,375,575,2,0,À rafraîchir
Wemmel,1780,Villa,1,1850000€,4,1,0,0,1,125,1,960,550,1987,4,1,Excellent état
Auderghem,1160,Villa,1,1950000€,5,1,0,0,1,50,1,900,373,2017,4,0,À rénover
Tervuren,3080,Villa,1,1950000€,5,1,0,0,1,40,0,,360,2700,4,0,Excellent état
RHODE-SAINT-GENÈSE,1640,Villa,1,2000000€,4,1,0,1,0,,0,,465,3500,4,0,Bon
Ixelles,1050,Immeuble à appartements,1,2200000€,7,1,0,0,0,,1,220,520,364,2,0,Bon
Lasne,1380,Villa,1,2450000€,8,1,0,0,1,100,1,2700,730,3000,4,1,Excellent état
Lasne,1380,Bien exceptionnel,1,2450000€,7,1,0,0,1,250,0,,730,3000,4,1,Excellent état
Anvers,2018,Maison,1,2450000€,6,1,1,0,0,,1,266,446,266,3,0,Excellent état
Kraainem,1950,Bien exceptionnel,1,2500000€,6,1,0,0,0,,1,1100,880,1812,4,1,Excellent état
Knokke-Zoute,8300,Maison,1,2995000€,5,1,0,0,0,,0,,197,730,3,0,Excellent état
Knokke-Heist,8300,Villa,1,2995000€,5,1,0,0,0,,1,708,217,708,3,0,Fraîchement rénové
Woluwe-Saint-Pierre,1150,Bien exceptionnel,1,3800000€,7,1,0,0,1,2,0,,600,1390,4,1,Excellent état
Brasschaat,2930,Maison,1,3850000€,5,1,0,0,0,,0,,1400,10000,4,1,Excellent état
Blankenberge,8370,Appartement,1,218800€,1,0,0,0,1,6,0,,70,,4,0,
Nieuport,8620,Appartement,1,265000€,3,1,0,0,0,,0,,95,,2,0,Bon
Uccle,1180,Maison,1,890000€,4,1,0,1,0,,1,250,210,330,3,0,Excellent état
Bruxelles,1000,Appartement,1,295000€,2,0,0,0,0,,0,,70,,,0,Excellent état
Libin,6890,Fermette,1,350000€,3,1,0,0,0,,0,,204,,4,0,Bon
Woluwe-St-Pierre,1150,Maison,1,600000€,2,1,0,1,0,,1,288,95,362,4,0,À rafraîchir
Willebroek,2830,Appartement,1,164483€,1,0,0,0,1,8,0,,84,,,0,
Amay,4540,Appartement,1,169000€,2,0,0,0,1,24,1,220,87,,,0,
NeufchÃteau,6840,Appartement,1,172500€,2,0,0,0,1,8,0,,92,,3,0,
NeufchÃteau,6840,Appartement,1,175000€,2,0,0,0,1,8,0,,87,,3,0,
Uccle,1180,Studio,1,192000€,,1,0,0,1,4,0,,52,,,0,Excellent état
Asse,1730,Appartement de service,1,198000€,1,0,0,0,0,,0,,50,,2,0,
NeufchÃteau,6840,Appartement,1,207500€,3,0,0,0,1,6,0,,145,,3,0,
Liege,4032,Appartement,1,224000€,2,0,0,0,1,10,1,45,92,,2,0,Excellent état
Willebroek,2830,Appartement,1,224400€,2,0,0,0,1,8,0,,112,,,0,
Boom,2850,Appartement,1,239000€,2,0,0,0,1,9,0,,100,,2,0,
Willebroek,2830,Appartement,1,257169€,3,0,0,0,1,8,0,,139,,,0,
Moerkerke,8340,Duplex,1,289000€,3,1,0,0,1,25,0,,176,,,0,Excellent état
Tervuren,3080,Appartement,1,294500€,2,0,0,0,1,11,1,31,100,,3,0,
Uccle,1180,Appartement,1,309000€,2,1,0,0,1,16,0,,99,,2,0,Excellent état
Tilff,4130,Appartement,1,375000€,2,1,1,0,1,25,1,1000,,,4,0,Excellent état
Bruges,8000,Appartement,1,428250€,2,1,0,0,1,18,0,,121,,,0,
Spa,4900,Appartement,1,585000€,2,1,0,1,1,26,0,,151,,,1,Excellent état
Saint-Gilles,1060,Appartement,1,630000€,3,1,0,0,1,24,0,,144,,,0,Excellent état
Saint-Gilles,1060,Appartement,1,680000€,3,1,0,0,1,10,0,,160,,,0,Excellent état
Gand,9000,Appartement,1,719000€,3,0,0,0,1,88,0,,165,,,0,
Ixelles,1050,Appartement,1,725000€,3,1,0,0,1,10,0,,160,,,0,Excellent état
Knokke,8300,Duplex,1,775000€,3,0,0,0,1,16,0,,115,,2,0,Excellent état
Woluwe-Saint-Pierre,1150,Penthouse,1,795000€,2,1,0,0,1,87,0,,138,,2,0,Excellent état
Saint-Gilles,1060,Penthouse,1,1900000€,3,1,0,0,1,59,0,,285,,,0,Excellent état
Ixelles,1050,Penthouse,1,3370000€,2,1,0,0,1,132,0,,271,,,0,Excellent état
Engis,4480,Maison bel-étage,1,210625€,2,0,0,0,0,,1,185,100,270,2,0,Excellent état
Flawinne,5020,Maison,1,305000€,3,1,0,0,0,,0,,173,311,3,0,Excellent état
Verlaine,4537,Villa,1,307000€,4,0,0,0,0,,0,,196,840,3,0,Excellent état
Verlaine,4537,Maison,1,307000€,4,0,0,0,0,,0,,196,840,3,0,Excellent état
Verlaine,4537,Villa,1,315000€,4,0,0,0,0,,0,,214,773,2,0,Excellent état
Verlaine,4537,Maison,1,315000€,4,0,0,0,0,,0,,214,773,2,0,Excellent état
Waterloo,1410,Villa,1,675000€,5,0,0,1,1,60,0,,234,1425,4,0,Bon
Alost,9300,Appartement,1,179000€,2,0,0,0,0,,0,,75,,,0,Bon
Anvers,2060,Appartement,1,245000€,1,1,1,0,0,,0,,72,,,0,Excellent état
ChÃtelineau,6200,Maison,1,Mise à prix : 50000€,2,0,0,0,0,,0,,,148,2,0,À rénover
Ooigem,8710,Maison,1,285000€,3,0,0,0,0,,0,,150,350,4,0,Excellent état
Tervuren,3080,Bungalow,1,440000€,4,1,0,0,1,20,1,250,150,525,4,0,À rafraîchir
Bruxelles,1020,Immeuble à appartements,1,445000€,3,1,0,0,1,22,0,,221,150,2,0,
Waterloo,1410,Villa,1,799000€,5,1,0,0,1,30,0,,250,1004,4,0,Excellent état
Lasne,1380,Villa,1,1050000€,5,1,0,0,0,,1,3300,381,3469,4,0,
Sint-Idesbald,8670,Duplex,1,339000€,2,1,0,0,1,6,0,,78,,,0,Excellent état
Bruxelles,1000,Loft,1,950000€,2,1,0,0,0,,0,,335,,2,0,Excellent état
Namur,5020,Maison,1,225000€,4,1,0,0,1,24,1,222,121,565,4,0,Bon
Deinze,9800,Maison,1,450000€,4,0,0,0,1,19,0,,260,630,,0,Excellent état
Anderlecht,1070,Appartement,1,227000€,3,0,0,0,0,,0,,70,,2,0,Excellent état
Ottignies-Louvain-la-Neuve,1340,Appartement,1,340000€,2,0,0,0,1,18,0,,98,,3,0,Excellent état
Ottignies-Louvain-la-Neuve,1340,Appartement,1,350000€,2,0,0,0,1,18,0,,101,,2,0,Excellent état
Koolkerke,8000,Maison,1,257500€,3,0,0,0,1,35,0,,100,100,2,0,Excellent état
Molenbeek-Saint-Jean,1080,Appartement,1,Mise à prix : 25000€,1,1,0,0,0,,0,,72,,,0,
Dilbeek,1700,Residentie Meiboom,0,De 268000€ À 309000€,,0,0,0,0,,0,,,,,0,
ETIKHOVE,9680,Appartement,1,189000€,2,0,0,0,0,,0,,91,,2,0,
ETIKHOVE,9680,Appartement,1,265000€,2,0,0,0,1,40,0,,120,,2,0,
Ottignies-Louvainla-Neuve,1340,Rez-de-chaussée,1,290000€,1,1,0,0,1,14,1,58,81,,,0,Excellent état
Audenarde,9700,Duplex,1,299000€,2,0,0,0,1,35,0,,140,,2,0,
Uccle,1180,Maison bel-étage,1,465000€,3,0,0,1,0,,1,90,150,165,2,0,À rafraîchir
Middelkerke,8434,Studio,1,127000€,1,0,1,0,0,,0,,37,,,0,Fraîchement rénové
Verlaine,4537,Maison,1,240000€,3,0,0,0,0,,1,60,135,150,3,0,Bon
Mortsel,2640,Maison,1,385000€,3,0,0,0,0,,1,59,175,144,2,0,
Jodoigne,1370,Bien exceptionnel,1,495000€,4,1,0,0,0,,1,1868,300,1868,3,0,
Oostham,3945,Villa,1,669000€,4,1,0,0,1,69,1,920,452,1180,4,0,Excellent état
Laeken,1020,Appartement,1,139000€,1,1,0,0,1,10,0,,60,,,0,À rafraîchir
Seraing,4100,Maison bel-étage,1,175000€,2,1,0,0,1,20,1,200,130,271,2,0,Bon
Edegem,2650,Maison,1,379000€,3,0,0,0,1,25,0,,175,272,,0,Bon
Waterloo,1410,Villa,1,425000€,4,0,0,0,1,20,1,463,173,563,4,0,À rafraîchir
SINT-PIETERS-LEEUW,1600,Immeuble mixte,1,1175000€,12,1,0,0,1,100,0,,350,648,2,0,À rafraîchir
Hulshout,2235,Appartement,1,235000€,2,0,0,0,0,,0,,90,,3,0,Bon
Wemmel,1780,Appartement,1,285000€,2,0,0,0,0,,0,,83,,2,0,Bon
Namur,5000,Appartement,1,30000€,1,0,0,0,0,,0,,50,,,0,À rénover
Mons,7000,Appartement,1,70000€,1,0,0,0,0,,1,80,48,,3,0,Fraîchement rénové
Huy,4500,Appartement,1,89900€,2,1,0,0,0,,0,,90,,2,0,À rénover
GRIVEGNÉE,4030,Appartement,1,100000€,1,1,0,0,0,,0,,65,,2,0,Bon
Libin,6890,Appartement,1,109000€,2,0,0,0,0,,0,,91,,,0,Bon
Gilly,6060,Appartement,1,110000€,2,0,0,0,0,,0,,95,,2,0,Fraîchement rénové
Seraing,4100,Appartement,1,115000€,1,0,0,0,1,8,0,,48,,2,0,Bon
Bissegem,8501,Appartement,1,119000€,3,0,0,0,0,,0,,103,,2,0,À rénover
Harelbeke,8530,Appartement,1,123500€,1,1,0,0,0,,0,,60,,2,0,Bon
Molenbeek-Saint-Jean,1080,Appartement,1,125000€,1,1,0,0,0,,0,,70,,2,0,À rafraîchir
Seraing,4100,Appartement,1,125000€,2,0,1,0,0,,0,,114,,2,0,
Blankenberge,8370,Appartement,1,125000€,2,1,0,0,1,2,0,,60,,,0,À rafraîchir
Paliseul,6850,Appartement,1,129000€,1,0,0,0,1,10,0,,56,,3,0,
Nivelles,1400,Appartement,1,134000€,2,1,0,0,1,7,0,,88,,,0,Bon
Jette,1090,Appartement,1,139000€,1,1,0,0,1,4,0,,60,,2,0,Fraîchement rénové
Huy,4500,Appartement,1,139500€,1,0,0,0,1,20,0,,55,,2,0,
Virton,6760,Appartement,1,139500€,4,1,0,0,1,38,0,,142,,2,0,À rénover
Ostende,8400,Appartement,1,139750€,2,0,1,0,1,18,0,,60,,,0,Bon
Charleroi,6000,Appartement,1,140000€,1,0,0,0,0,,0,,93,,2,0,Bon
Anvers,2060,Studio,1,145000€,,0,0,0,0,,0,,33,,,0,
Middelkerke,8430,Appartement,1,148000€,1,0,0,0,0,,0,,50,,,0,Bon
Koksijde,8670,Appartement,1,149000€,2,0,0,0,0,,0,,50,,,0,À rafraîchir
Evere,1140,Studio,1,150000€,,0,1,0,1,6,0,,40,,2,0,Excellent état
Blankenberge,8370,Appartement,1,154000€,1,0,0,0,0,,0,,63,,,0,Bon
Beauraing,5570,Appartement,1,154500€,2,0,0,0,1,8,0,,80,,3,0,
Huy,4500,Appartement,1,155000€,2,0,0,0,1,20,0,,95,,2,0,
Arlon,6700,Appartement,1,155000€,1,0,0,0,1,10,1,1,63,,2,0,Fraîchement rénové
Alost,9300,Rez-de-chaussée,1,155000€,2,1,0,0,0,,0,,104,,2,0,
Alost,9300,Appartement,1,155000€,2,1,0,0,0,,0,,104,,2,0,
Anderlecht,1070,Appartement,1,159000€,2,0,0,0,1,16,0,,70,,4,0,Bon
Turnhout,2300,Rez-de-chaussée,1,159000€,2,0,0,0,0,,1,27,60,,4,0,Bon
Knokke,8300,Studio,1,160000€,,0,0,0,0,,0,,,,,0,Excellent état
Mons,7000,Appartement,1,165000€,3,0,0,0,0,,0,,100,,2,0,Excellent état
La,7100,Duplex,1,166000€,2,0,0,0,0,,0,,110,,,0,Excellent état
Nivelles,1400,Appartement,1,168000€,2,1,0,0,1,8,0,,78,,4,0,Bon
Willebroek,2830,Appartement,1,170000€,2,0,0,0,1,12,0,,85,,2,0,Fraîchement rénové
Wanze,4520,Appartement,1,175000€,1,0,0,0,0,,1,35,72,,,0,
Anhée,5537,Appartement,1,175000€,2,1,0,0,0,,0,,93,,,0,Excellent état
Evere,1140,Appartement,1,179950€,2,0,0,0,1,17,0,,75,,4,0,À rafraîchir
Evere,1140,Duplex,1,185000€,1,1,1,0,0,,0,,55,,2,0,Bon
Jette,1090,Appartement,1,190000€,1,1,0,0,1,2,0,,80,,,0,Excellent état
Lessines,7860,Penthouse,1,190000€,1,0,0,0,0,,0,,65,,4,0,Excellent état
Anvers,2000,Appartement,1,199000€,1,0,0,0,0,,0,,60,,,0,Bon
Blankenberge,8370,Appartement,1,199000€,2,0,0,0,1,7,0,,89,,2,0,Excellent état
Zeebruges,8380,Appartement,1,199000€,2,1,1,0,1,29,0,,80,,2,0,Excellent état
Maffle,7810,Appartement,1,200000€,2,1,0,0,1,8,0,,85,,,0,Bon
La,8660,Appartement,1,205000€,1,0,0,0,0,,0,,,,,0,Excellent état
Lessines,7860,Appartement,1,210000€,3,0,0,0,1,4,0,,119,,,0,
VICHTE,8570,Appartement,1,210000€,2,0,0,0,1,30,0,,95,,,0,Bon
Bruxelles,1030,Appartement,1,215000€,2,0,0,0,1,4,0,,85,,4,0,À rafraîchir
Soumagne,4630,Rez-de-chaussée,1,216000€,3,1,0,0,0,,0,,137,,,0,
Soumagne,4630,Appartement,1,216000€,3,1,0,0,0,,0,,137,,,0,
Koksijde,8670,Appartement,1,219000€,2,0,0,0,0,,0,,68,,2,0,Bon
Saint-Josse-ten-Noode,1210,Appartement,1,220000€,1,1,0,0,0,,0,,50,,,0,Excellent état
Gosselies,6041,Appartement,1,225000€,4,1,0,0,0,,0,,140,,3,0,
